"codigo","codigoPai","descricao","nivel","ehFolha"
"106059000","10605","Outros serviços de apoio ao transporte aquaviário, exceto os serviços de navegação de apoio",3,true
"10606","106","Serviços de apoio ao transporte aéreo ",2,false
"106061000","10606","Serviços de operação de aeroportos, exceto manuseio de cargas",3,true
"106062000","10606","Serviços de controle de tráfego aéreo",3,true
"106069000","10606","Outros serviços de apoio ao transporte aéreo",3,true
"10607","106","Outros serviços de apoio aos transportes, exceto serviços de apoio ao transporte multimodal e intermodal de cargas",2,false
"106071000","10607","Serviços de agências de fretamento de transporte e outros serviços de fretamento de transportes",3,true
"106079000","10607","Outros serviços de apoio aos transportes, exceto serviços de apoio ao transporte multimodal e intermodal de cargas",3,true
"10608","106","Serviços de apoio ao transporte multimodal e intermodal de cargas",2,false
"106081000","10608","Serviços de coleta e entrega do transporte multimodal e intermodal de cargas ",3,true
"106082000","10608","Serviços de unitização ou desunitização do transporte multimodal e intermodal de cargas",3,true
"106083000","10608","Serviços de movimentação do transporte multimodal e intermodal de cargas",3,true
"106084000","10608","Serviços de consolidação ou desconsolidação documental do transporte multimodal e intermodal de cargas",3,true
"106089000","10608","Outros serviços de apoio ao transporte multimodal e intermodal de cargas",3,true
"107010000","107","Serviços postais e de telegrama",2,true
"107020000","107","Serviços de coleta, remessa ou entrega de documentos (exceto cartas) ou de pequenos objetos",2,true
"107030000","107","Serviços de remessas expressas",2,true
"10801","108","Serviços de transmissão e distribuição de eletricidade e gás",2,false
"108011","10801","Serviços de transmissão e distribuição de eletricidade",3,false
"108011100","108011","Serviços de transmissão de eletricidade",4,true
"108011200","108011","Serviços de distribuição de eletricidade",4,true
"108012000","10801","Serviços de distribuição de gás canalizado",3,true
"10802","108","Serviços de distribuição de água",2,false
"108021000","10802","Serviços de distribuição de água por meio de tubulações, exceto vapor de água e água quente",3,true
"108022000","10802","Serviços de distribuição de vapor de água, água quente e ar condicionado por meio de tubulações ",3,true
"108023000","10802","Serviços de distribuição de água, exceto através de tubulações ",3,true
"10901","109","Serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar",2,false
"109011000","10901","Serviços de banco central",3,true
"109012","10901","Serviços de depósito ",3,false
"109012100","109012","Serviços de depósito para pessoas jurídicas",4,true
"109012200","109012","Serviços de depósito para pessoas físicas",4,true
"109012900","109012","Outros serviços de depósito",4,true
"109013","10901","Serviços de concessão de crédito ",3,false
"109013100","109013","Serviços de financiamentos imobiliários residenciais",4,true
"109013200","109013","Serviços de financiamentos imobiliários não-residenciais",4,true
"109013300","109013","Serviços de empréstimos e financiamentos, pessoais",4,true
"109013400","109013","Serviços de empréstimos e financiamentos, comerciais ",4,true
"109013500","109013","Serviços de empréstimos e financiamentos, industriais",4,true
"109013600","109013","Serviços de empréstimos e financiamentos, agropecuários",4,true
"109013900","109013","Outros serviços de concessão de crédito ",4,true
"109014000","10901","Serviços de cartão de crédito ",3,true
"109015","10901","Operações de arrendamento mercantil financeiro",3,false
"1090151","109015","Arrendamento mercantil financeiro de máquinas e equipamentos",4,false
"10901511","1090151","Arrendamento mercantil financeiro de equipamentos de transporte",5,false
"109015111","10901511","Arrendamento mercantil financeiro de veículos rodoviários automotores para o transporte de passageiros ",6,true
"109015112","10901511","Arrendamento mercantil financeiro de veículos rodoviários automotores para o transporte de mercadorias ",6,true
"109015113","10901511","Arrendamento mercantil financeiro de veículos e equipamentos ferroviários ",6,true
"109015114","10901511","Arrendamento mercantil financeiro de outros equipamentos de transporte terrestre, inclusive de veículos de uso misto ",6,true
"109015115","10901511","Arrendamento mercantil financeiro de navios e outras embarcações",6,true
"109015116","10901511","Arrendamento mercantil financeiro de aeronaves",6,true
"109015117","10901511","Arrendamento mercantil financeiro de contêineres ",6,true
"10901512","1090151","Arrendamento mercantil financeiro de outras máquinas e equipamentos ",5,false
"109015121","10901512","Arrendamento mercantil financeiro de máquinas e equipamentos agrícolas ",6,true
"109015122","10901512","Arrendamento mercantil financeiro de máquinas e equipamentos de construção ",6,true
"109015123","10901512","Arrendamento mercantil financeiro de máquinas e equipamentos para escritórios, exceto computadores ",6,true
"109015124","10901512","Arrendamento mercantil financeiro de computadores",6,true
"109015125","10901512","Arrendamento mercantil financeiro de equipamentos de telecomunicação ",6,true
"109015129","10901512","Arrendamento mercantil financeiro de máquinas e equipamentos, não classificados em outra posição ",6,true
"1090152","109015","Arrendamento mercantil financeiro de outras mercadorias ",4,false
"109015210","1090152","Arrendamento mercantil financeiro de televisão e outros eletroeletrônicos domésticos, bem como seus acessórios ",5,true
"109015220","1090152","Arrendamento mercantil financeiro de mídias gravadas ",5,true
"109015230","1090152","Arrendamento mercantil financeiro de móveis e eletrodomésticos",5,true
"109015240","1090152","Arrendamento mercantil financeiro de equipamentos para diversão e lazer ",5,true
"109015250","1090152","Arrendamento mercantil financeiro de artigos de cama, mesa e banho",5,true
"109015290","1090152","Arrendamento mercantil financeiro de outras mercadorias não classificadas em outra posição",5,true
"109019000","10901","Outros serviços financeiros, exceto bancos de investimento, serviços de seguros e previdência complementar",3,true
"10902","109","Serviços de banco de investimento",2,false
"109021000","10902","Serviços de valoração de ativos",3,true
"109022000","10902","Serviços de subscrição de valores mobiliários",3,true
"109023000","10902","Serviços de fusões e aquisições  ",3,true
"109024000","10902","Serviços de capital de risco e finanças corporativas ",3,true
"109029000","10902","Outros serviços relacionados a bancos de investimentos ",3,true
"10903","109","Serviços de seguros e previdência complementar (excluídos os serviços de resseguros), exceto serviços de previdência social compulsória",2,false
"109031","10903","Serviços de seguros de vida e de previdência complementar, excluídos os serviços de resseguros  ",3,false
"109031100","109031","Serviços de seguros de vida",4,true
"109031200","109031","Serviços de previdência complementar aberta",4,true
"109031300","109031","Serviços de previdência complementar fechada",4,true
"109032000","10903","Serviços de seguros saúde e de acidentes",3,true
"109039","10903","Outros serviços de seguros, excluídos os serviços de resseguros ",3,false
"109039100","109039","Serviços de seguros de veículos rodoviários",4,true
"109039200","109039","Serviços de seguros de veículos e equipamentos para transporte ferroviário, aquaviário e aéreo ",4,true
"109039300","109039","Serviços de seguros de cargas",4,true
"109039400","109039","Serviços de seguros de outras propriedades",4,true
"109039500","109039","Serviços de seguros por responsabilidade civil",4,true
"109039600","109039","Serviços de seguros de crédito e de caução",4,true
"109039700","109039","Serviços de seguros de viagem ",4,true
"109039900","109039","Outros serviços de seguros ",4,true
"10904","109","Serviços de resseguros e de retrocessão",2,false
"109041000","10904","Serviços de resseguros de vida ",3,true
"109042000","10904","Serviços de resseguros saúde e de acidentes",3,true
"109043","10904","Serviços de resseguros não classificados nas subposições anteriores e serviços de retrocessão",3,false
"109043100","109043","Serviços de resseguros de veículos rodoviários ",4,true
"109043200","109043","Serviços de resseguros de veículos e equipamentos para transporte ferroviário, aquaviário e aéreo ",4,true
"109043300","109043","Serviços de resseguros de cargas",4,true
"109043400","109043","Serviços de resseguros de outras propriedades",4,true
"109043500","109043","Serviços de resseguros de responsabilidade civil",4,true
"109043600","109043","Serviços de resseguros de crédito e caução ",4,true
"109043900","109043","Outros serviços de resseguros e serviços de retrocessão",4,true
"10905","109","Serviços auxiliares aos serviços financeiros, exceto os relacionados a seguros e previdência complementar",2,false
"109051","10905","Serviços de corretagem de títulos, derivativos e commodities ",3,false
"109051100","109051","Serviços de corretagem de títulos",4,true
"109051200","109051","Serviços de corretagem de derivativos e commodities",4,true
"109051300","109051","Serviços de compensação de transações financeiras, inclusive com ativos financeiros (clearinghouse)",4,true
"109052000","10905","Serviços de gestão e administração de carteiras de ativos, exceto fundos de pensão ",3,true
"109053000","10905","Serviços de guarda e custódia ",3,true
"109054000","10905","Serviços relacionados à administração de mercados financeiros ",3,true
"109059","10905","Outros serviços auxiliares aos serviços financeiros ",3,false
"109059100","109059","Serviços de consultoria financeira ",4,true
"109059200","109059","Serviços de câmbio ",4,true
"109059300","109059","Serviços de classificação de risco (rating)",4,true
"109059400","109059","Serviços fiduciários ",4,true
"109059900","109059","Outros serviços auxiliares aos serviços financeiros não classificados em outra posição ",4,true
"10906","109","Serviços auxiliares a seguros e previdência complementar",2,false
"109061","10906","Serviços de agenciamento e corretagem de seguros e previdência complementar",3,false
"109061100","109061","Serviços de agenciamento e corretagem de seguros e previdência complementar, exceto de seguros saúde",4,true
"109061200","109061","Serviços de corretagem de seguros saúde ",4,true
"109062000","10906","Serviços de perícia e avaliação de seguros ",3,true
"109063000","10906","Serviços atuariais ",3,true
"109064000","10906","Serviços de gestão de fundos de previdência complementar",3,true
"109069000","10906","Outros serviços auxiliares a seguros e previdência complementar",3,true
"109070000","109","Securitização de recebíveis",2,true
"109080000","109","Fomento comercial (factoring)",2,true
"11001","110","Serviços imobiliários sob comissão ou contrato ",2,false
"110011","11001","Serviços de administração e locação de imóveis ",3,false
"110011100","110011","Serviços de administração e locação de imóveis residenciais ",4,true
"1100112","110011","Serviços de administração e locação de imóveis não residenciais ",4,false
"110011210","1100112","Serviços de administração de locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza",5,true
"110011290","1100112","Outros serviços de administração e locação de imóveis não residenciais",5,true
"110012","11001","Compra e venda de imóveis ",3,false
"110012100","110012","Compra e venda de imóveis residenciais",4,true
"110012200","110012","Compra e venda de imóveis não-residenciais",4,true
"110013000","11001","Serviços de avaliação de imóveis ",3,true
"110014000","11001","Serviços de consultoria imobiliária",3,true
"110015000","11001","Serviços de assessoria de gestão condominial (condomínios, edifícios residenciais e mistos)",3,true
"110900000","110","Outros serviços imobiliários",2,true
"11101","111","Arrendamento mercantil operacional ou locação de máquinas e equipamentos, sem operador ",2,false
"111011","11101","Arrendamento mercantil operacional ou locação de equipamentos de transporte, sem operador",3,false
"111011100","111011","Arrendamento mercantil operacional ou locação de veículos rodoviários automotores para o transporte de até oito passageiros, sem operador ",4,true
"111011200","111011","Arrendamento mercantil operacional ou locação de veículos rodoviários automotores para o transporte de mercadorias, sem operador ",4,true
"111011300","111011","Arrendamento mercantil operacional ou locação de veículos e equipamentos ferroviários, sem operador ",4,true
"111011400","111011","Arrendamento mercantil operacional ou locação de outros equipamentos de transporte terrestre, inclusive de veículos de uso misto, sem operador ",4,true
"111011500","111011","Arrendamento mercantil operacional ou locação de navios e outras embarcações, sem tripulação ",4,true
"111011600","111011","Arrendamento mercantil operacional ou locação de aeronaves, sem tripulação ",4,true
"111011700","111011","Arrendamento mercantil operacional ou locação de contêineres ",4,true
"111012","11101","Arrendamento mercantil operacional ou locação de outras máquinas e equipamentos, sem operador ",3,false
"111012100","111012","Arrendamento mercantil operacional ou locação de máquinas e equipamentos agrícolas, sem operador ",4,true
"111012200","111012","Arrendamento mercantil operacional ou locação de máquinas e equipamentos de construção, sem operador ",4,true
"111012300","111012","Arrendamento mercantil operacional ou locação de máquinas e equipamentos para escritórios, exceto computadores, sem operador ",4,true
"111012400","111012","Arrendamento mercantil operacional ou locação de computadores, sem operador",4,true
"111012500","111012","Arrendamento mercantil operacional ou locação de equipamentos de telecomunicação, sem operador ",4,true
"111012900","111012","Arrendamento mercantil operacional ou locação de máquinas e equipamentos, não classificados em outra posição, sem operador ",4,true
"11102","111","Arrendamento mercantil operacional ou locação de outras mercadorias ",2,false
"111021000","11102","Arrendamento mercantil operacional ou locação de televisão e outros eletroeletrônicos domésticos, bem como seus acessórios ",3,true
"111022000","11102","Arrendamento mercantil operacional ou locação de mídias gravadas ",3,true
"111023000","11102","Arrendamento mercantil operacional ou locação de móveis e eletrodomésticos",3,true
"111024000","11102","Arrendamento mercantil operacional ou locação de equipamentos para diversão e lazer ",3,true
"111025000","11102","Arrendamento mercantil operacional ou locação de artigos de cama, mesa e banho",3,true
"111026000","11102","Arrendamento mercantil operacional ou locação de roupas e calçados ",3,true
"111029000","11102","Arrendamento mercantil operacional ou locação de outras mercadorias não classificadas em outra posição",3,true
"11103","111","Licenciamento de direitos de autor e direitos conexos",2,false
"111031000","11103","Licenciamento de direitos de obras literárias",3,true
"111032","11103","Licenciamento de direitos sobre programas de computador  ",3,false
"111032100","111032","Licenciamento de direitos de produção, distribuição ou comercialização de programas de computador",4,true
"111032200","111032","Licenciamento de direitos de uso de programas de computador",4,true
"111032900","111032","Licenciamento de outros direitos sobre programas de computador  ",4,true
"111033","11103","Licenciamento de direitos de obras audiovisuais",3,false
"111033100","111033","Licenciamento de direitos de autor de obras cinematográficas",4,true
"111033200","111033","Licenciamento de direitos de autor de obras jornalísticas",4,true
"111033300","111033","Licenciamento de direitos de autor de obras publicitárias",4,true
"111033400","111033","Licenciamento de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais",4,true
"111033500","111033","Licenciamento de direitos conexos de produtores de obras audiovisuais",4,true
"1110339","111033","Licenciamento de direitos de outras obras audiovisuais",4,false
"11103391","1110339","Licenciamento de direitos de obras audiovisuais destinadas à televisão ",5,false
"111033911","11103391","Licenciamento de direitos de obras audiovisuais sobre transmissões de eventos esportivos",6,true
"111033912","11103391","Licenciamento de direitos de obras audiovisuais sobre transmissões de programas televisivos",6,true
"111033919","11103391","Licenciamento de direitos de obras audiovisuais sobre outras transmissões televisivas",6,true
"111033990","1110339","Licenciamento de direitos de outras obras audiovisuais, não classificados nos itens anteriores",5,true
"111034","11103","Licenciamento de direitos de obras musicais e outros fonogramas",3,false
"111034100","111034","Licenciamento de direitos de autor de obras musicais ou literomusicais",4,true
"111034200","111034","Licenciamento de direitos conexos de artistas intérpretes ou executantes",4,true
"111034300","111034","Licenciamento de direitos conexos de produtores de fonogramas",4,true
"111035000","11103","Licenciamento de direitos relacionados à radiodifusão",3,true
"111039","11103","Licenciamento de outros direitos de autor e outros direitos conexos ",3,false
"111039100","111039","Licenciamento de outros direitos de autor ",4,true
"111039200","111039","Licenciamento de outros direitos conexos ",4,true
"11104","111","Cessão temporária de direitos de autor e direitos conexos",2,false
"111041000","11104","Cessão temporária de direitos de obras literárias",3,true
"111042000","11104","Cessão temporária de direitos sobre programas de computador  ",3,true
"111043","11104","Cessão temporária de direitos sobre obras audiovisuais",3,false
"111043100","111043","Cessão temporária de direitos de autor de obras cinematográficas",4,true
"111043200","111043","Cessão temporária de direitos de autor de obras jornalísticas",4,true
"111043300","111043","Cessão temporária de direitos de autor de obras publicitárias",4,true
"111043400","111043","Cessão temporária de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais",4,true
"111043500","111043","Cessão temporária de direitos conexos de produtores de obras audiovisuais",4,true
"1110439","111043","Cessão temporária de direitos de outras obras audiovisuais ",4,false
"11104391","1110439","Cessão temporária de direitos de obras audiovisuais destinadas à televisão",5,false
"111043911","11104391","Cessão temporária de direitos de obras audiovisuais sobre transmissões de eventos esportivos",6,true
"111043912","11104391","Cessão temporária de direitos de obras audiovisuais sobre transmissões de programas televisivos",6,true
"111043919","11104391","Cessão temporária de direitos de obras audiovisuais sobre outras transmissões televisivas",6,true
"111043990","1110439","Cessão temporária de direitos de outras obras audiovisuais, não classificados em outro item",5,true
"111044","11104","Cessão temporária de direitos de obras musicais e de outros fonogramas",3,false
"111044100","111044","Cessão temporária de direitos de autor de obras musicais e literomusicais",4,true
"111044200","111044","Cessão temporária de direitos conexos de artistas intérpretes ou executantes",4,true
"111044300","111044","Cessão temporária de direitos conexos de produtores de fonogramas",4,true
"111045000","11104","Cessão temporária de direitos relacionados à radiodifusão",3,true
"111049","11104","Cessão temporária de outros direitos de autor e outros direitos conexos",3,false
"111049100","111049","Cessão temporária de outros direitos de autor ",4,true
"111049200","111049","Cessão temporária de outros direitos conexos",4,true
"11105","111","Licenciamento de direitos sobre a propriedade industrial",2,false
"111051000","11105","Licenciamento de direitos sobre patentes",3,true
"111052000","11105","Licenciamento de direitos sobre marcas ",3,true
"111053000","11105","Licenciamento de direitos sobre desenho industrial",3,true
"111059000","11105","Licenciamento de outros direitos sobre a propriedade industrial",3,true
"111060000","111","Licenciamento de direitos sobre cultivares",2,true
"111070000","111","Licenciamento de direitos sobre topografias de circuitos integrados",2,true
"111080000","111","Licenciamento de direitos relativos à informação não divulgada",2,true
"111090000","111","Licenciamento de outros direitos de propriedade intelectual não classificados em nenhuma das posições anteriores ",2,true
"11110","111","Contratos de transferência de tecnologia ",2,false
"111101000","11110","Contratos de prestação de serviços de assistência técnica e científica, combinadamente ou não, com qualquer modalidade de transferência de tecnologia",3,true
"111102000","11110","Contratos de fornecimento de tecnologia (know-how)",3,true
"111103000","11110","Contratos de franquia",3,true
"111109000","11110","Outros contratos de transferência de tecnologia",3,true
"11111","111","Licenciamento de direitos de exploração de recursos naturais",2,false
"111111000","11111","Licenciamento de direitos de exploração de recursos vegetais, inclusive florestais",3,true
"111112000","11111","Licenciamento de direitos de exploração de recursos minerais",3,true
"111119000","11111","Licenciamento de direitos de exploração de outros recursos naturais",3,true
"11112","111","Licenciamento de direitos sobre conhecimento tradicional",2,false
"111121000","11112","Licenciamento de direitos sobre conhecimento tradicional associado a recursos genéticos",3,true
"111129000","11112","Licenciamento de direitos sobre outros conhecimentos tradicionais",3,true
"111130000","111","Licenciamento de direitos relativos ao acesso a recursos genéticos, exceto os decorrentes do conhecimento tradicional",2,true
"111900000","111","Outras formas de licenciamento e de cessões para exploração de direitos, não classificadas nas posições anteriores",2,true
"11201","112","Serviços de pesquisa e desenvolvimento em ciências naturais, exatas e engenharia ",2,false
"112011","11201","Serviços de pesquisa e desenvolvimento em ciências naturais e exatas",3,false
"112011100","112011","Serviços de pesquisa e desenvolvimento em física",4,true
"112011200","112011","Serviços de pesquisa e desenvolvimento em química e biologia ",4,true
"112011900","112011","Serviços de pesquisa e desenvolvimento em outras ciências naturais e exatas",4,true
"112012","11201","Serviços de pesquisa e desenvolvimento em engenharia e tecnologia",3,false
"112012100","112012","Serviços de pesquisa e desenvolvimento em biotecnologia",4,true
"112012200","112012","Serviços de pesquisa e desenvolvimento em tecnologia da informação e comunicação (tic)",4,true
"112012300","112012","Serviços de pesquisa e desenvolvimento em nanotecnologia ",4,true
"112012400","112012","Serviços de pesquisa e desenvolvimento em engenharia e tecnologia nucleares",4,true
"112012500","112012","Serviços de pesquisa e desenvolvimento em engenharia e tecnologia em microondas de potência",4,true
"112012900","112012","Serviços de pesquisa e desenvolvimento em outros ramos da  engenharia e tecnologia",4,true
"112013000","11201","Serviços de pesquisa e desenvolvimento em  ciências médica, odontológica e farmacêutica",3,true
"112014000","11201","Serviços de pesquisa e desenvolvimento em ciências agrárias ",3,true
"112019","11201","Outros serviços de pesquisa e desenvolvimento em ciências naturais e engenharia",3,false
"112019100","112019","Pesquisa tecnológica utilizando documentos de patentes",4,true
"112019900","112019","Outros serviços de pesquisa e desenvolvimento em ciências naturais e engenharia",4,true
"11202","112","Serviços de pesquisa e desenvolvimento em ciências sociais e humanidades",2,false
"112021","11202","Serviços de pesquisa e desenvolvimento em ciências sociais ",3,false
"112021100","112021","Serviços de pesquisa e desenvolvimento em psicologia ",4,true
"112021200","112021","Serviços de pesquisa e desenvolvimento em ciências econômicas ",4,true
"112021300","112021","Serviços de pesquisa e desenvolvimento em direito",4,true
"112021900","112021","Serviços de pesquisa e desenvolvimento em outras ciências sociais ",4,true
"112022000","11202","Serviços de pesquisa e desenvolvimento em humanidades ",3,true
"112030000","112","Serviços de pesquisa e desenvolvimento interdisciplinar ",2,true
"11301","113","Serviços jurídicos ",2,false
"113011000","11301","Serviços de representação e consultoria jurídica criminal",3,true
"113012000","11301","Serviços de representação e consultoria jurídica em outras áreas do direito ",3,true
"113013000","11301","Serviços de documentação e certificação, exceto os serviços notariais e de registro",3,true
"113014","11301","Outros serviços jurídicos",3,false
"113014100","113014","Serviços de arbitragem, conciliação e mediação ",4,true
"113014900","113014","Outros serviços jurídicos não classificados em outra posição ",4,true
"11302","113","Serviços de auditoria, contabilidade e escrituração mercantil ",2,false
"113021","11302","Serviços de auditoria ",3,false
"113021100","113021","Serviços de auditoria contábil ",4,true
"113021900","113021","Outros serviços de auditoria ",4,true
"113022","11302","Serviços de contabilidade e escrituração mercantil",3,false
"113022100","113022","Serviços de contabilidade ",4,true
"113022200","113022","Serviços de escrituração mercantil ",4,true
"113022300","113022","Serviços de folha de pagamento",4,true
"113022900","113022","Outros serviços de contabilidade e escrituração mercantil",4,true
"11303","113","Serviços de consultoria tributária ",2,false
"113031000","11303","Serviços de consultoria tributária para pessoas jurídicas ",3,true
"113032000","11303","Serviços de consultoria tributária para pessoas físicas",3,true
"113040000","113","Serviços notariais e de registro",2,true
"11401","114","Serviços gerenciais, de consultoria gerencial, de relações públicas e de comunicação social",2,false
"114011","11401","Serviços gerenciais e de consultoria gerencial ",3,false
"114011100","114011","Serviços de consultoria gerencial estratégica",4,true
"114011200","114011","Serviços de consultoria gerencial financeira ",4,true
"114011300","114011","Serviços de consultoria gerencial em recursos humanos",4,true
"114011400","114011","Serviços de consultoria gerencial em marketing ",4,true
"114011500","114011","Serviços de consultoria gerencial operacional",4,true
"114011600","114011","Serviços de consultoria gerencial em energia",4,true
"114011700","114011","Serviços de consultoria em logística",4,true
"114011800","114011","Serviços gerenciais em processos de negócios ",4,true
"114011900","114011","Outros serviços gerenciais e de consultoria gerencial",4,true
"114012000","11401","Serviços de relações públicas ",3,true
"114013","11401","Serviços de comunicação social",3,false
"114013100","114013","Serviços de assessoria de imprensa",4,true
"114013900","114013","Outros serviços de comunicação social",4,true
"11402","114","Serviços de arquitetura, de planejamento urbano e de áreas rurais e de paisagismo",2,false
"114021","11402","Serviços de arquitetura",3,false
"114021100","114021","Serviços de consultoria em arquitetura ",4,true
"114021200","114021","Serviços arquitetônicos para projetos de construções residenciais ",4,true
"114021300","114021","Serviços arquitetônicos para projetos de construções não residenciais  ",4,true
"114021400","114021","Serviços arquitetônicos para restauração de prédios históricos",4,true
"114021500","114021","Serviços de arquitetura relativos ao acompanhamento e fiscalização da execução de projetos arquitetônicos e urbanísticos",4,true
"114022","11402","Serviços de planejamento urbano e de áreas rurais ",3,false
"114022100","114022","Serviços de planejamento urbano ",4,true
"114022200","114022","Serviços de planejamento de áreas rurais ",4,true
"114023","11402","Serviços de paisagismo",3,false
"114023100","114023","Serviços de consultoria de paisagismo",4,true
"114023200","114023","Serviços arquitetônicos de paisagismo ",4,true
"114029000","11402","Outros serviços de arquitetura, de planejamento urbano e de áreas rurais e de paisagismo",3,true
"11403","114","Serviços de engenharia ",2,false
"114031000","11403","Serviços de consultoria de engenharia ",3,true
"114032","11403","Serviços de engenharia para projetos específicos ",3,false
"1140321","114032","Serviços de engenharia de projetos de construção ",4,false
"114032110","1140321","Serviços de engenharia de projetos de construção residencial",5,true
"114032120","1140321","Serviços de engenharia de projetos de construção não residencial",5,true
"114032200","114032","Serviços de engenharia de projetos industriais e de fabricação, exceto para projetos de energia",4,true
"114032300","114032","Serviços de engenharia para projetos de transportes",4,true
"1140324","114032","Serviços de engenharia para projetos de energia ",4,false
"114032410","1140324","Serviços de engenharia para projetos de exploração de petróleo e gás",5,true
"114032420","1140324","Serviços de engenharia para projetos de refino de petróleo e petroquímica",5,true
"114032430","1140324","Serviços de engenharia para projetos de unidades de produção de biocombustíveis",5,true
"114032440","1140324","Serviços de engenharia para projetos de energia elétrica",5,true
"114032490","1140324","Outros serviços de engenharia para projetos de energia ",5,true
"114032500","114032","Serviços de engenharia de projetos de radiodifusão e televisão",4,true
"114032600","114032","Serviços de engenharia de projetos de gerenciamento de resíduos (perigosos e não perigosos) ",4,true
"114032700","114032","Serviços de engenharia de projetos de distribuição de água e redes de esgotos",4,true
"114032800","114032","Serviços de engenharia de projetos de telecomunicação",4,true
"1140329","114032","Outros serviços de engenharia de projetos ",4,false
"114032910","1140329","Serviços de engenharia de projetos aeroespaciais ",5,true
"114032920","1140329","Serviços de engenharia para projetos de embarcações",5,true
"114032990","1140329","Outros serviços de engenharia de projetos ",5,true
"114033000","11403","Serviços de gerenciamento de projetos de construção ",3,true
"114039000","11403","Outros serviços de engenharia",3,true
"11404","114","Serviços científicos e outros serviços técnicos",2,false
"114041","11404","Serviços geológicos, geofísicos e outros de prospecção",3,false
"114041100","114041","Serviços de consultoria geológica e geofísica",4,true
"114041200","114041","Serviços geofísicos",4,true
"114041300","114041","Serviços geoquímicos",4,true
"114041400","114041","Serviços de informações para avaliação e exploração de recursos naturais",4,true
"114041900","114041","Outros serviços de prospecção",4,true
"114042","11404","Serviços topográficos e cartográficos ",3,false
"114042100","114042","Serviços topográficos ",4,true
"114042200","114042","Serviços cartográficos ",4,true
"114043000","11404","Serviços meteorológicos e de previsão do tempo",3,true
"114044","11404","Serviços de análise e exames técnicos",3,false
"114044100","114044","Serviços de análise e de exames técnicos sobre pureza e composição ",4,true
"114044200","114044","Serviços de análise e de exames técnicos de propriedades físicas ",4,true
"114044300","114044","Serviços de análise e de exames técnicos de sistemas elétricos e mecânicos ",4,true
"114044400","114044","Serviços de inspeção técnica de veículos de transporte rodoviários ",4,true
"114044900","114044","Outros serviços de análise e de exames técnicos ",4,true
"11405","114","Serviços veterinários ",2,false
"1140510","11405","Serviços veterinários para animais domésticos ",3,false
"114051010","1140510","Serviços hospitalares, com ou sem internação",4,true
"114051090","1140510","Outros serviços veterinários para animais domésticos ",4,true
"1140520","11405","Serviços veterinários para animais de corte",3,false
"114052010","1140520","Serviços hospitalares, com ou sem internação",4,true
"114052090","1140520","Outros serviços veterinários para animais de corte ",4,true
"114053000","11405","Serviços funerários, de cremação e de embalsamamento de animais",3,true
"114059","11405","Outros serviços veterinários",3,false
"114059100","114059","Serviços de bancos de órgãos, sangue, sêmen, tecidos, óvulos e outros materiais biológicos ",4,true
"114059200","114059","Serviços de unidades de atendimento, assistência ou tratamento móvel",4,true
"114059300","114059","Planos de atendimento e assistência médico-veterinária",4,true
"114059400","114059","Serviços de guarda, tratamento, adestramento, embelezamento e alojamento (hotel veterinário)",4,true
"114059900","114059","Outros serviços veterinários",4,true
"11406","114","Serviços de propaganda e de alocação de espaço ou tempo para propaganda",2,false
"114061","11406","Serviços de propaganda",3,false
"114061100","114061","Serviços de campanhas publicitárias ",4,true
"114061200","114061","Serviços de marketing direto e mala direta",4,true
"114061900","114061","Outros serviços de propaganda",4,true
"114062000","11406","Aquisição ou venda de espaço ou tempo para propaganda, sob comissão ",3,true
"114063","11406","Venda de espaço ou tempo para propaganda, exceto sob comissão ",3,false
"114063100","114063","Venda de espaço para propaganda em mídia impressa, exceto sob comissão ",4,true
"114063200","114063","Venda de tempo para propaganda em rádio e televisão, exceto sob comissão ",4,true
"114063300","114063","Venda de espaço para propaganda na rede mundial de computadores, exceto sob comissão ",4,true
"114063900","114063","Venda de espaço ou tempo para propaganda em outros meios de comunicação publicitária, exceto sob comissão",4,true
"114070000","114","Pesquisas de mercado e serviços de pesquisa de opinião pública",2,true
"11408","114","Serviços fotográficos, videográficos e de processamento de fotografias",2,false
"114081","11408","Serviços fotográficos e videográficos ",3,false
"114081100","114081","Serviços fotográficos de retratos ",4,true
"114081200","114081","Serviços fotográficos para propaganda ",4,true
"114081300","114081","Serviços fotográficos e videográficos de eventos",4,true
"114081400","114081","Serviços fotográficos especiais ",4,true
"114081900","114081","Outros serviços fotográficos e videográficos",4,true
"114082000","11408","Serviços de processamento de fotografias",3,true
"11409","114","Outros serviços profissionais, técnicos e gerenciais não classificados em outra posição ",2,false
"114091","11409","Serviços especializados de projetos (design)",3,false
"1140911","114091","Serviços de projeto (design) de interiores ",4,false
"114091110","1140911","Serviços de projetos (design) de espaços comerciais e públicos",5,true
"114091190","1140911","Outros serviços de projeto (design) de interiores ",5,true
"114091200","114091","Serviços de desenho industrial ",4,true
"1140913","114091","Projetos (design) originais",4,false
"114091310","1140913","Serviços de projetos (design) de marcas, imagens, objetos gráficos e digitais",5,true
