"codigo","codigoPai","descricao","nivel","ehFolha"
"114091320","1140913","Serviços de projetos (design) de embalagens, expositores de loja e objetos promocionais para comunicação e vendas",5,true
"114091330","1140913","Serviços de projetos (design) de produtos, utensílios, equipamentos, vestuário, calçados, ornamentos, joias e objetos pessoais",5,true
"114091340","1140913","Serviços de projetos (design) de máquinas, equipamentos, acessórios e objetos de uso industrial de qualquer natureza",5,true
"114091390","1140913","Outros serviços projetos (design) originais",5,true
"114091900","114091","Outros serviços especializados de projeto (design)",4,true
"114092","11409","Serviços de consultoria técnica e científica não classificados em outra posição ",3,false
"114092100","114092","Serviços de consultoria ambiental ",4,true
"114092900","114092","Outros serviços de consultoria técnica e científica ",4,true
"114093000","11409","Serviços de compilação e coletânea de fatos e informações originais ",3,true
"114094000","11409","Serviços de tradução e de intérpretes ",3,true
"114095000","11409","Serviços para registros de marcas comerciais e de franquias empresariais, exceto as licenças de uso de direito ",3,true
"114099000","11409","Outros serviços profissionais, técnicos e gerenciais não classificados nas subposições anteriores ",3,true
"11501","115","Serviços de consultoria, de segurança e de suporte em tecnologia da informação (ti)",2,false
"115011000","11501","Serviços de consultoria em tecnologia da informação (ti)",3,true
"115012000","11501","Serviços de segurança em tecnologia da informação (ti)",3,true
"115013000","11501","Serviços de suporte em tecnologia da informação (ti) ",3,true
"11502","115","Serviços de projeto e desenvolvimento de aplicativos e programas em tecnologia da informação (ti) ",2,false
"115021000","11502","Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados)",3,true
"115022000","11502","Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos personalizados (customizados)",3,true
"115023000","11502","Serviços de projeto e desenvolvimento de estruturas e conteúdo de páginas eletrônicas ",3,true
"115024000","11502","Serviços de projeto e desenvolvimento de estruturas e conteúdo de bancos de dados ",3,true
"115025000","11502","Serviços de integração de sistemas em tecnologia da informação (ti) ",3,true
"115029000","11502","Outros serviços de projeto e desenvolvimento de aplicativos ",3,true
"115030000","115","Serviços de projeto e desenvolvimento de redes em tecnologia da informação (ti)  ",2,true
"115040000","115","Serviços de projeto e desenvolvimento de topografias de circuitos integrados",2,true
"115050000","115","Serviços de projeto de circuitos integrados",2,true
"11506","115","Serviços de infraestrutura para hospedagem em tecnologia da informação (ti) ",2,false
"115061000","11506","Serviços de hospedagem de sítios na rede mundial de computadores ",3,true
"115062000","11506","Serviços de hospedagem de aplicativos e programas ",3,true
"115069000","11506","Outros serviços de infraestrutura para hospedagem em tecnologia da informação (ti)   ",3,true
"11507","115","Serviços de gerenciamento de infraestrutura de tecnologia da informação (ti) ",2,false
"115071000","11507","Serviços de gerenciamento de redes",3,true
"115072000","11507","Serviços de gerenciamento de sistemas computacionais ",3,true
"115079000","11507","Outros serviços de gerenciamento de infraestrutura de tecnologia da informação (ti)",3,true
"115080000","115","Serviços de manutenção de aplicativos e programas",2,true
"115090000","115","Serviços auxiliares de processamento de dados",2,true
"115900000","115","Outros serviços de tecnologia da informação (ti)   ",2,true
"11701","117","Telefonia e outros serviços de telecomunicações",2,false
"117011","11701","Serviços de telecomunicações fixos e serviços de valor adicionado ",3,false
"1170111","117011","Serviços de chamada de telecomunicações fixos comutados em banda estreita e banda larga  ",4,false
"117011110","1170111","Local",5,true
"117011120","1170111","Nacional",5,true
"117011130","1170111","Internacional",5,true
"1170112","117011","Serviços de acesso e uso de telecomunicações fixos comutados em banda estreita e banda larga ",4,false
"117011210","1170112","Local",5,true
"117011220","1170112","Nacional",5,true
"117011230","1170112","Internacional",5,true
"117011300","117011","Serviços de valor adicionado sobre serviços de telecomunicações fixos",4,true
"117011400","117011","Serviços de gerência de redes fixas e administração de seus usuários ",4,true
"117011500","117011","Serviços de interconexão pelo uso da rede fixa ",4,true
"117011900","117011","Outros serviços de telecomunicações fixas ",4,true
"117012","11701","Serviços de telecomunicações móveis e serviços de valor adicionado ",3,false
"1170121","117012","Serviços de chamada de telecomunicações móveis comutados em banda estreita e banda larga ",4,false
"117012110","1170121","Local",5,true
"117012120","1170121","Nacional",5,true
"117012130","1170121","Internacional",5,true
"1170122","117012","Serviços de acesso e uso de telecomunicações móveis comutado em banda estreita e banda larga ",4,false
"117012210","1170122","Local",5,true
"117012220","1170122","Nacional",5,true
"117012230","1170122","Internacional",5,true
"117012300","117012","Serviços de valor adicionado sobre serviços de telecomunicações móveis",4,true
"117012400","117012","Serviços de gerência das redes móveis e administração de seus usuários ",4,true
"117012500","117012","Serviços de interconexão pelo uso de rede móvel ",4,true
"1170126","117012","Serviços de usuário visitante (roaming)",4,false
"117012610","1170126","Serviços de usuário visitante nacional (roaming nacional)",5,true
"117012620","1170126","Serviços de usuário visitante internacional (roaming internacional)",5,true
"117012700","117012","Serviços nomádicos ",4,true
"117012900","117012","Outros serviços de telecomunicações móveis ",4,true
"1170130","11701","Serviços de redes privadas, serviços de interesse restrito e serviços de valor adicionado ",3,false
"117013010","1170130","Serviços fixos de redes privativas",4,true
"117013020","1170130","Serviços móveis, nomádicos de uso privativo",4,true
"11701303","1170130","Serviços de interesse restrito",4,false
"117013031","11701303","Serviços de interesse restrito de abrangência local",5,true
"117013032","11701303","Serviços de interesse restrito de abrangência nacional",5,true
"117013033","11701303","Serviços de interesse restrito de abrangência internacional",5,true
"117013040","1170130","Serviços de valor adicionado sobre serviços de redes privadas ou de serviços de interesse restrito",4,true
"1170140","11701","Serviços de transmissão de dados e serviços de exploração de linha dedicada ",3,false
"117014010","1170140","Serviços de transmissão de dados local, nacional ou internacional ",4,true
"117014020","1170140","Serviços de exploração de linha dedicada local, nacional ou internacional",4,true
"1170150","11701","Serviços de distribuição de programação de televisão por assinatura",3,false
"117015010","1170150","Serviços de distribuição de pacotes básicos de programação de televisão por assinatura",4,true
"117015020","1170150","Serviços de distribuição de grades de programação especiais de televisão por assinatura",4,true
"117015030","1170150","Serviços de distribuição de programação através do sistema pague e assista (pay-per-view) de televisão por assinatura",4,true
"117015090","1170150","Outros serviços de distribuição de programação de televisão por assinatura, inclusive os pacotes combinados",4,true
"117019000","11701","Outros serviços de telecomunicações ",3,true
"11702","117","Serviços de telecomunicação pela rede mundial de computadores",2,false
"117021000","11702","Serviços de fornecimento de infraestrutura de acesso (backbone) à rede mundial de computadores  ",3,true
"117022","11702","Serviços de acesso à rede mundial de computadores ",3,false
"117022100","117022","Serviços de acesso à rede mundial de computadores por conexão discada ",4,true
"117022200","117022","Serviços de acesso à rede mundial de computadores por banda larga ",4,true
"117029000","11702","Outros serviços na rede mundial de computadores",3,true
"11703","117","Serviços de oferta de conteúdo de acesso imediato (on-line)",2,false
"117031000","11703","Serviços de oferta de livros, jornais, periódicos, diretórios e listas de postagem de acesso imediato (on-line)",3,true
"117032000","11703","Serviços de oferta de áudio, inclusive de conteúdo contínuo (streaming), de acesso imediato (on-line)",3,true
"117033000","11703","Serviços de oferta de filmes e vídeos, inclusive de conteúdo contínuo (streaming), de acesso imediato (on-line) ",3,true
"117034000","11703","Serviços de oferta de conteúdos que combinem duas ou mais mídias de acesso imediato (on-line)",3,true
"117035000","11703","Serviços de conteúdo de portais de busca na rede mundial de computadores",3,true
"117039000","11703","Outros serviços de conteúdos de acesso imediato (on-line) ",3,true
"11704","117","Serviços de agências de notícias ",2,false
"117041000","11704","Serviços de agências de notícias para jornais e periódicos",3,true
"117042000","11704","Serviços de agências de notícias em mídia audiovisual ",3,true
"117049000","11704","Outros serviços de agências de notícias ",3,true
"11705","117","Serviços de biblioteca e arquivo ",2,false
"117051000","11705","Serviços de biblioteca",3,true
"117052000","11705","Serviços de arquivo ",3,true
"11706","117","Serviços de difusão, programação e distribuição de programas de rádio e televisão",2,false
"117061","11706","Serviços de difusão de programas originais de rádio e televisão",3,false
"117061100","117061","Serviços de difusão de programas originais de rádio ",4,true
"1170612","117061","Serviços de difusão de programas originais de televisão ",4,false
"117061210","1170612","Serviços de difusão de programas originais para televisão aberta",5,true
"117061220","1170612","Serviços de difusão de programas originais para televisão por assinatura ",5,true
"117062","11706","Serviços de programação dos canais de rádio e televisão",3,false
"117062100","117062","Serviços de programação dos canais de rádio ",4,true
"117062200","117062","Serviços de programação dos canais de televisão",4,true
"117063000","11706","Serviços de distribuição de sinais de rádio e televisão",3,true
"117064000","11706","Serviços de distribuição de programas de televisão aberta",3,true
"117069000","11706","Outros serviços de difusão, programação e distribuição de programas de rádio e televisão",3,true
"11801","118","Serviços de recrutamento e seleção de pessoal",2,false
"118011000","11801","Serviços de busca de empregos e encaminhamento de pessoal ",3,true
"118012","11801","Serviços de fornecimento de mão de obra",3,false
"118012100","118012","Serviços de fornecimento de mão de obra efetiva ",4,true
"118012200","118012","Serviços de fornecimento de mão de obra temporária",4,true
"118019000","11801","Outros serviços de recrutamento e seleção de pessoal",3,true
"11802","118","Serviços de investigação e segurança ",2,false
"118021000","11802","Serviços de investigação ",3,true
"118022000","11802","Serviços de consultoria em segurança ",3,true
"118023000","11802","Serviços de sistemas de segurança ",3,true
"118024000","11802","Serviços de transporte de valores",3,true
"118025000","11802","Serviços de guarda e escolta armada",3,true
"118029000","11802","Outros serviços de segurança ",3,true
"11803","118","Serviços de limpeza ",2,false
"118031000","11803","Serviços de desinfecção e extermínio de pragas",3,true
"118032000","11803","Serviços gerais de limpeza",3,true
"118033000","11803","Serviços especializados de limpeza ",3,true
"11804","118","Serviços de planejamento de viagens e de operador de turismo, outros serviços relacionados ",2,false
"118041","11804","Serviços de reservas em transportes ",3,false
"118041100","118041","Serviços de reservas em transportes aéreos ",4,true
"118041900","118041","Outros serviços de planejamento e reserva em transportes",4,true
"118042","11804","Serviços de reservas de hospedagem, reservas em cruzeiros e reservas de pacotes turísticos ",3,false
"118042100","118042","Serviços de reservas de hospedagem",4,true
"118042200","118042","Serviços de reservas em cruzeiros",4,true
"118042300","118042","Serviços de reservas de pacotes turísticos",4,true
"118043000","11804","Outros serviços de reservas",3,true
"118044000","11804","Serviços de operadoras de turismo",3,true
"118045000","11804","Serviços de guias turísticos",3,true
"118046","11804","Serviços de informação a visitantes e promoção turística ",3,false
"118046100","118046","Serviços de promoção turística",4,true
"118046200","118046","Serviços de informação a visitantes",4,true
"11805","118","Outros serviços de apoio",2,false
"118051000","11805","Serviços de informação cadastral para fins de crédito",3,true
"118052000","11805","Serviços de cobrança",3,true
"118053","11805","Serviços de apoio por meio de telefone",3,false
"118053100","118053","Serviços de telemarketing, incluindo serviços de atendimento ao cliente",4,true
"118053900","118053","Outros serviços de apoio por meio de telefone",4,true
"118054000","11805","Serviços combinados de escritório e apoio administrativo",3,true
"118055","11805","Serviços especializados de apoio a escritório",3,false
"118055100","118055","Serviços de fotocópia",4,true
"118055200","118055","Serviços de execução de mala direta e de elaboração de listas de endereços",4,true
"118055300","118055","Serviços de preparação de documentos e outros serviços especializados de apoio a escritórios",4,true
"118056","11805","Serviços de assistência e organização de convenções e de feiras de negócios",3,false
"118056100","118056","Serviços de assistência e organização de convenções",4,true
"118056200","118056","Serviços de assistência e organização de feiras de negócios",4,true
"118056300","118056","Serviços de exploração de centros de convenções, escritórios virtuais, estandes de qualquer natureza, auditórios e os demais assemelhados para realização de eventos ou negócios de qualquer natureza",4,true
"118056900","118056","Outros serviços de assistência e organização de feiras de negócios e convenções ",4,true
"118057000","11805","Serviços de jardinagem",3,true
"1180590","11805","Outros serviços de apoio não classificados em outra posição",3,false
"11805901","1180590","Serviços de leitura de medidores",4,false
"118059011","11805901","Serviços de leitura de medidores de eletricidade",5,true
"118059012","11805901","Serviços de leitura de medidores de gás",5,true
"118059013","11805901","Serviços de leitura de medidores de água",5,true
"118059020","1180590","Serviços de agências de modelos",4,true
"118059030","1180590","Serviços de distribuição e venda de bilhetes e demais produtos de loteria, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.",4,true
"118059090","1180590","Outros serviços de apoio",4,true
"11901","119","Serviços de apoio à agricultura, pecuária, produção florestal (silvicultura), pesca e aquicultura",2,false
"119011000","11901","Serviços de apoio à agricultura",3,true
"119012000","11901","Serviços de apoio à pecuária",3,true
"119013000","11901","Serviços de apoio à produção florestal (silvicultura)",3,true
"119014000","11901","Serviços de apoio à pesca ",3,true
"119015000","11901","Serviços de apoio à aquicultura",3,true
"11902","119","Serviços de apoio à mineração ",2,false
"119021000","11902","Serviços de apoio à extração de petróleo e gás ",3,true
"119029000","11902","Outros serviços de apoio à mineração ",3,true
"11903","119","Serviços de apoio à transmissão e distribuição de eletricidade, gás e água ",2,false
"119031","11903","Serviços de apoio à transmissão e distribuição de eletricidade ",3,false
"119031100","119031","Serviços de apoio à transmissão de eletricidade ",4,true
"119031200","119031","Serviços de apoio à distribuição de eletricidade ",4,true
"119032000","11903","Serviços de apoio à distribuição de gás por meio de tubulações",3,true
"119033000","11903","Serviços de apoio à distribuição de água ",3,true
"119034000","11903","Serviços de apoio à distribuição de ar condicionado, água quente e vapor por meio de tubulações",3,true
"12001","120","Serviços de manutenção e reparação de produtos metálicos, maquinário e equipamentos ",2,false
"120011000","12001","Serviços de manutenção e reparação de produtos metálicos",3,true
"120012000","12001","Serviços de manutenção e reparação de computadores e seus periféricos e maquinário de escritório ",3,true
"120013","12001","Serviços de manutenção e reparação de maquinário e equipamentos de transporte ",3,false
"120013100","120013","Serviços de manutenção e reparação de veículos automotores rodoviários ",4,true
"120013200","120013","Serviços de manutenção e reparação de reboques (trailers), semirreboques (semi-trailers) e outros veículos não motorizados",4,true
"120013300","120013","Serviços de manutenção e reparação de veículos militares ",4,true
"1200139","120013","Serviços de manutenção e reparação de outros equipamentos de transporte ",4,false
"12001391","1200139","Serviços de manutenção e reparação de aeronaves, inclusive foguetes e equipamentos aeroespaciais",5,false
"120013911","12001391","Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos",6,true
"120013912","12001391","Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ",6,true
"120013919","12001391","Outros serviços de manutenção e reparação de aeronaves",6,true
"12001392","1200139","Serviços de manutenção e reparação de embarcações",5,false
"120013921","12001392","Serviços de manutenção e reparação de embarcações militares",6,true
"120013929","12001392","Outros serviços de manutenção e reparação de embarcações",6,true
"120013930","1200139","Serviços de manutenção e reparação de equipamentos ferroviários e metroviários",5,true
"120013990","1200139","Outros serviços de manutenção e reparação de outros equipamentos de transporte ",5,true
"120014000","12001","Serviços de manutenção e reparação de plataformas, inclusive navios-plataforma, para extração de petróleo e gás",3,true
"120015","12001","Serviços de manutenção e reparação de outros maquinários e equipamentos ",3,false
"120015100","120015","Serviços de manutenção e reparação de aparelhos eletro-eletrônicos domésticos ",4,true
"120015200","120015","Serviços de manutenção e reparação de equipamentos e aparelhos de telecomunicações",4,true
"120015300","120015","Serviços de manutenção e reparação de instrumentos e equipamentos médico-hospitalares, odontológicos, óticos e de precisão",4,true
"120015400","120015","Serviços de manutenção e reparação de equipamentos militares",4,true
"1200159","120015","Outros serviços de manutenção e reparação de maquinário e equipamentos ",4,false
"120015910","1200159","Serviços de manutenção e reparação de turbinas industriais",5,true
"120015990","1200159","Outros serviços de manutenção e reparação de maquinário e equipamentos ",5,true
"12002","120","Serviços de manutenção e reparação de outros bens de consumo",2,false
"120021000","12002","Serviços de manutenção e reparação de produtos de couro, calçados, malas e bolsas",3,true
"120022000","12002","Serviços de manutenção e reparação de relógios e jóias",3,true
"120023000","12002","Serviços de manutenção e reparação de móveis",3,true
"120029000","12002","Outros serviços de manutenção e reparação de outros bens de consumo",3,true
"12003","120","Serviços de instalação, exceto os de construção",2,false
"120031000","12003","Serviços de instalação de produtos metálicos",3,true
"120032","12003","Serviços de instalação de maquinário e equipamentos, industriais",3,false
"120032100","120032","Serviços de montagem sob encomenda de turbinas industriais",4,true
"120032900","120032","Outros serviços de instalação de maquinário e equipamentos, industriais",4,true
"120033000","12003","Serviços de instalação de computadores e seus periféricos e maquinário de escritório",3,true
"120034000","12003","Serviços de instalação de equipamentos e aparelhos de comunicação, incluindo de rádio e de televisão ",3,true
"120035000","12003","Serviços de instalação de maquinários, equipamentos, instrumentos e aparelhos médico-hospitalares, óticos e de precisão",3,true
"120036000","12003","Serviços de instalação de sensores e sistemas de armas",3,true
"120037000","12003","Serviços de instalação de maquinários e equipamentos de emprego militar",3,true
"1200380","12003","Serviços de instalação de maquinários e equipamentos de transporte",3,false
"120038010","1200380","Serviços de montagem sob encomenda de motores, turborreatores e turbopropulsores aeronáuticos",4,true
"120038090","1200380","Outros serviços de instalação de maquinários e equipamentos de transporte",4,true
"120039000","12003","Serviços de instalação de maquinários e equipamentos não classificados em outra posição ",3,true
"12101","121","Serviços de reprodução, impressão e editoração",2,false
"121011000","12101","Serviços de editoração",3,true
"121012","12101","Serviços de impressão e reprodução de mídia gravada ",3,false
"121012100","121012","Serviços de impressão",4,true
"121012200","121012","Serviços relacionados à impressão",4,true
"121012300","121012","Serviços de reprodução de mídia gravada ",4,true
"121013000","12101","Serviços de apoio aos serviços de reprodução, impressão e editoração",3,true
"121019000","12101","Outros serviços de reprodução, impressão e editoração ",3,true
"121900000","121","Outros serviços de publicação",2,true
"12201","122","Serviços de educação básica ",2,false
"122011","12201","Serviços de educação infantil",3,false
"122011100","122011","Serviços de creches ou de entidades equivalentes ",4,true
"122011200","122011","Serviços de pré-escola ",4,true
"122011900","122011","Outros serviços de educação infantil",4,true
"122012000","12201","Serviços de ensino fundamental",3,true
"122013000","12201","Serviços de ensino médio",3,true
"122020000","122","Serviços de educação técnica de nível médio",2,true
"12203","122","Serviços de educação de jovens e adultos",2,false
"122031000","12203","Serviços de alfabetização de jovens e adultos",3,true
"122032000","12203","Serviços de ensino fundamental de jovens e adultos",3,true
"122033000","12203","Serviços de ensino médio de jovens e adultos",3,true
"12204","122","Serviços de educação superior",2,false
"122041000","12204","Serviços educacionais de graduação",3,true
"122042000","12204","Serviços educacionais de pós-graduação",3,true
"122043000","12204","Serviços educacionais de extensão",3,true
"122044000","12204","Serviços educacionais de cursos sequenciais",3,true
"122050000","122","Serviços de educação especial",2,true
"12290","122","Outros serviços educacionais, incluindo de treinamento, e serviços de apoio aos serviços educacionais",2,false
"122901","12290","Outros serviços de educação, inclusive treinamento ",3,false
"122901100","122901","Serviços culturais, com enfoque educacional ",4,true
"122901200","122901","Serviços de educação desportiva e recreacional ",4,true
"122901300","122901","Serviços de educação em línguas estrangeiras",4,true
"1229019","122901","Outros serviços de educação e treinamento não classificados em outra posição ",4,false
"122901910","1229019","Serviços de palestras e conferências",5,true
"122901990","1229019","Outros serviços de educação e treinamento",5,true
"122902000","12290","Serviços de apoio aos serviços educacionais ",3,true
"12301","123","Serviços de saúde humana ",2,false
"123011","12301","Serviços hospitalares com ou sem internação",3,false
"123011100","123011","Serviços cirúrgicos ",4,true
"123011200","123011","Serviços ginecológicos e obstétricos ",4,true
"123011300","123011","Serviços psiquiátricos ",4,true
"123011400","123011","Serviços cardiológicos",4,true
"123011500","123011","Serviços oncológicos",4,true
"123011600","123011","Serviços aos recém-nascidos",4,true
"123011700","123011","Serviços de ambulâncias, exceto aquelas sem envolver atendimento médico ao paciente e destinadas exclusivamente à remoção de enfermos ",4,true
"123011800","123011","Serviços prestados em unidades de terapia intensiva",4,true
"1230119","123011","Outros serviços hospitalares ",4,false
"123011910","1230119","Serviços de atendimento de urgência",5,true
"123011920","1230119","Serviços conexos à saúde pública",5,true
"123011990","1230119","Outros serviços hospitalares",5,true
"123012","12301","Serviços médicos e odontológicos, não hospitalares ",3,false
"123012100","123012","Serviços de clínica médica ",4,true
"123012200","123012","Serviços médicos especializados ",4,true
"123012300","123012","Serviços odontológicos",4,true
"123019","12301","Outros serviços de saúde humana ",3,false
"123019100","123019","Serviços de enfermagem ",4,true
"123019200","123019","Serviços fisioterapêuticos ",4,true
"123019300","123019","Serviços laboratoriais ",4,true
"123019400","123019","Serviços de diagnóstico por imagem",4,true
"123019500","123019","Serviços de bancos de órgãos, esperma e sangue ",4,true
"123019600","123019","Serviços de bancos de leite, tecidos, olhos, ossos, óvulos e outros materiais biológicos",4,true
"123019900","123019","Outros serviços de saúde humana, exceto os serviços hospitalares ",4,true
"12302","123","Serviços de gestão hospitalar",2,false
"123021000","12302","Serviços de consultoria em saúde",3,true
"123029000","12302","Outros serviços de gestão hospitalar",3,true
"123030000","123","Serviços domiciliares de apoio a idosos, crianças, adolescentes, pessoas com transtornos mentais e com deficiências ",2,true
"123040000","123","Serviços de apoio a idosos, crianças, adolescentes, pessoas com transtornos mentais e com deficiências, exceto domiciliar",2,true
"12305","123","Serviços de assistência social ",2,false
"123051","12305","Serviços de proteção social básica",3,false
"123051100","123051","Serviços de atenção integral à família",4,true
"123051200","123051","Serviços de convivência para crianças, adolescentes, jovens e idosos",4,true
"123051300","123051","Serviços de apoio à autonomia e à convivência familiar e comunitária",4,true
"123051900","123051","Outros serviços de proteção social básica",4,true
"123052","12305","Serviços de proteção social especial",3,false
"123052100","123052","Serviços de acolhida para adultos e idosos em albergues, abrigos ou moradias provisórias",4,true
"123052200","123052","Serviços de acolhida para crianças e adolescentes em repúblicas, casas de acolhida, abrigos ou com família acolhedora",4,true
"123052300","123052","Serviços especiais de referência para pessoas com necessidades especiais, em situação de abandono, vítimas de negligência, abusos e formas de violência",4,true
"123052400","123052","Serviços de apoio a situações de risco circunstanciais em decorrência de calamidades públicas e emergenciais",4,true
"123052500","123052","Serviços especiais de referência para adolescentes em cumprimento de medida socioeducativa de liberdade assistida e de prestação de serviços à comunidade",4,true
"1230529","123052","Outros serviços de assistência social",4,false
"123052910","1230529","Serviços de reabilitação vocacional",5,true
"123052990","1230529","Outros serviços de assistência social",5,true
"123060000","123","Serviços de planos privados de assistência à saúde",2,true
"124010000","124","Serviços de tratamento de água",2,true
"12402","124","Serviços de esgoto, tratamento de esgotos e limpeza de fossas sépticas ",2,false
"124021000","12402","Serviços de esgoto e tratamento de esgotos ",3,true
"124022000","12402","Serviços de esvaziamento e limpeza de fossas sépticas ",3,true
"12403","124","Serviços de coleta de resíduos ",2,false
"124031000","12403","Serviços de coleta de resíduos sólidos perigosos, exceto de serviços de saúde ",3,true
"124032000","12403","Serviços de coleta de resíduos de serviços de saúde",3,true
"124033","12403","Serviços de coleta de resíduos sólidos não perigosos, inertes ou não inertes",3,false
"124033100","124033","Serviços de coleta de resíduos sólidos de origem doméstica, comercial e de varrição",4,true
"124033200","124033","Serviços de coleta de resíduos sólidos de origem industrial",4,true
"124033300","124033","Serviços de coleta de resíduos sólidos recicláveis",4,true
"124033900","124033","Serviços de coleta de outros resíduos sólidos não perigosos, inertes ou não inertes ",4,true
"124034000","12403","Serviços de coleta de resíduos líquidos",3,true
"124039000","12403","Outros serviços de coleta de resíduos",3,true
"12404","124","Serviços de disposição e tratamento de resíduos ",2,false
"124041000","12404","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos sólidos perigosos, exceto os resíduos de serviços de saúde ",3,true
"124042000","12404","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos de serviços de saúde",3,true
"124043","12404","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos sólidos não perigosos, inertes ou não inertes",3,false
"124043100","124043","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos de origem doméstica, comercial e de varrição",4,true
"124043200","124043","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos sólidos de origem industrial",4,true
"124043300","124043","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos sólidos recicláveis",4,true
"124043900","124043","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de outros resíduos sólidos não perigosos, inertes ou não inertes",4,true
"124044000","12404","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos líquidos",3,true
"124049000","12404","Outros serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos",3,true
"12405","124","Serviços de saneamento e similares ",2,false
"124051000","12405","Serviços de varrição e limpeza de ruas e outros locais públicos",3,true
"124059000","12405","Outros serviços de saneamento ",3,true
"12406","124","Serviços ambientais",2,false
"124061000","12406","Serviços ambientais relacionados à água",3,true
"124062000","12406","Serviços ambientais relacionados ao solo",3,true
"124063000","12406","Serviços ambientais relacionados ao ar",3,true
"124069000","12406","Outros serviços ambientais",3,true
"12407","124","Serviços de remediação e contenção de contaminantes",2,false
"124071","12407","Serviços de remediação de áreas contaminadas ",3,false
"124071100","124071","Serviços de remediação do ar ",4,true
"124071200","124071","Serviços de remediação de águas de superfície ",4,true
"124071300","124071","Serviços de remediação do solo e águas subterrâneas",4,true
"124071400","124071","Serviços de remediação em edificações",4,true
"124072000","12407","Serviços de contenção de contaminantes ",3,true
"124079000","12407","Outros serviços de remediação",3,true
"12501","125","Serviços de produção audiovisual, de apoio e relacionados",2,false
"125011","12501","Serviços de gravação de som ",3,false
"125011100","125011","Serviços de gravação de som em estúdio",4,true
"125011200","125011","Serviços de gravação de som ao vivo ",4,true
"125012","12501","Serviços de produção de programas de rádio e televisão, videoteipes e filmes ",3,false
"125012100","125012","Serviços de produção de programas de televisão, videoteipes e filmes ",4,true
"125012200","125012","Serviços de produção de programas de rádio ",4,true
"125013","12501","Serviços de pós-produção de obras audiovisuais ",3,false
"125013100","125013","Serviços de edição de obras audiovisuais ",4,true
"125013200","125013","Serviços de duplicação e transferência de obras audiovisuais ",4,true
"125013300","125013","Serviços de correção de cor e restauração digital de obras audiovisuais",4,true
"125013400","125013","Serviços de efeitos visuais em obras audiovisuais",4,true
"125013500","125013","Serviços de animação",4,true
"125013600","125013","Serviços de legendas, títulos e dublagem em obras audiovisuais",4,true
"125013700","125013","Serviços de projeto e edição de som em obras audiovisuais",4,true
"125013900","125013","Outros serviços de pós-produção em obras audiovisuais",4,true
"125014000","12501","Serviços de agenciamento pela comercialização de obras audiovisuais ",3,true
"125015000","12501","Serviços de projeção de filmes",3,true
"125019000","12501","Outros serviços de produção audiovisual, de apoio e relacionados",3,true
"12502","125","Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo",2,false
"125021000","12502","Serviços de organização e promoção de atuações artísticas ao vivo",3,true
"125022000","12502","Serviços de produção e apresentação de atuações artísticas ao vivo",3,true
"125023000","12502","Serviços de apoio para atuações artísticas ao vivo",3,true
"125029000","12502","Outros serviços de entretenimento artístico ao vivo ",3,true
"12503","125","Serviços de atuação artística e outros serviços artísticos ",2,false
"125031000","12503","Serviços de atuação artística",3,true
"125032000","12503","Serviços de autores, compositores, escultores, pintores e outros artistas, exceto os de atuação artística ",3,true
"12504","125","Serviços de museus e de preservação e serviços de reservas botânica, zoológica e natural ",2,false
"125041","12504","Serviços de museus e de preservação de locais e construções históricas",3,false
"125041100","125041","Serviços de museus",4,true
"125041200","125041","Serviços de preservação e operação de locais e construções históricas ",4,true
"125042","12504","Serviços de reservas botânica, zoológica e natural ",3,false
"125042100","125042","Serviços de jardins botânico e zoológico ",4,true
"125042200","125042","Serviços de reserva natural, incluindo preservação de vida selvagem ",4,true
"12505","125","Serviços desportivos e recreacionais desportivos ",2,false
"125051","12505","Serviços de organização e promoção de eventos desportivos e recreacionais desportivos",3,false
"125051100","125051","Serviços de organização e promoção de eventos desportivos e recreacionais desportivos ",4,true
"125051200","125051","Serviços de clubes desportivos ",4,true
"125059000","12505","Outros serviços de desportes e de recreação desportiva",3,true
"125060000","125","Serviços fornecidos por atletas e desportistas, por conta própria, e serviços de apoio relacionados com desportes e recreação desportiva ",2,true
"12507","125","Serviços de parques de diversão ",2,false
"125071000","12507","Serviços de parques temáticos de diversão ",3,true
"125079000","12507","Outros serviços de parques de diversão e atrações similares",3,true
"125900000","125","Outros serviços recreativos, culturais e desportivos  ",2,true
